g__Bilophila	 f__Desulfovibrionaceae	 o__Desulfovibrionales	 c__Deltaproteobacteria	 p__Proteobacteria	k__	g__Bifidobacterium	 f__Bifidobacteriaceae	 o__Bifidobacteriales	 c__Actinobacteria	 p__Actinobacteria	k__	0.261700504318	4.67854722738e-06
g__	 f__	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.584912458483	9.58372516581e-29
g__	 f__	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.564328861281	1.85090289654e-26
g__	 f__	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.267560116982	2.79841217166e-06
g__	 f__	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Lachnobacterium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.373892877667	2.54481267078e-11
g__	 f__	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Dehalobacterium	 f__Dehalobacteriaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.371702271076	3.38861846342e-11
g__	 f__	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.272935705658	1.72770510601e-06
g__	 f__	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.403099043016	4.52805080716e-13
g__	 f__	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Faecalibacterium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.476113226312	2.88556581631e-18
g__	 f__	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.692192582651	7.94333174942e-44
g__	 f__	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Rikenellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.361872658581	1.19309286408e-10
g__Eubacterium	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Anaeroplasmataceae	 o__Anaeroplasmatales	 c__Mollicutes	 p__Tenericutes	k__	0.258845482	5.98344320534e-06
g__Eubacterium	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.293376557579	2.5080190486e-07
g__Eubacterium	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Anaerovorax	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.264684274989	3.6067598486e-06
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.29680286382	1.78751790578e-07
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Ruminococcus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.48746642178	3.4238192191e-19
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Fusobacterium	 f__Fusobacteriaceae	 o__Fusobacteriales	 c__Fusobacteria	 p__Fusobacteria	k__	-0.26193062328	4.58611784308e-06
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.453231576157	1.67726701274e-16
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Clostridium	 f__Erysipelotrichaceae	 o__Erysipelotrichales	 c__Erysipelotrichi	 p__Tenericutes	k__	0.318366345752	1.9134324814e-08
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.458338619961	6.95324579128e-17
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Lachnobacterium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.288010544906	4.22509082691e-07
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.368823433941	4.92091425035e-11
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.275375813095	1.38327436993e-06
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Faecalibacterium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.462713387242	3.23205056909e-17
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.564604507284	1.72910403441e-26
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Clostridium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.288836027119	3.9020698722e-07
g__Subdoligranulum	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Rikenellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.29423654783	2.30459489496e-07
g__	 f__Prevotellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	g__Prevotella	 f__Prevotellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.39202108318	2.18782163144e-12
g__	 f__Prevotellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	g__	 f__	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.275334754595	1.38848392722e-06
g__Odoribacter	 f__Porphyromonadaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.268917771674	2.47993186717e-06
g__Odoribacter	 f__Porphyromonadaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.267911978992	2.71231447814e-06
g__Odoribacter	 f__Porphyromonadaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	g__	 f__	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.291373892593	3.05078648815e-07
g__	 f__Alcaligenaceae	 o__Burkholderiales	 c__Betaproteobacteria	 p__Proteobacteria	k__	g__Sutterella	 f__Alcaligenaceae	 o__Burkholderiales	 c__Betaproteobacteria	 p__Proteobacteria	k__	-0.436916609912	2.53623631475e-15
g__	 f__Alcaligenaceae	 o__Burkholderiales	 c__Betaproteobacteria	 p__Proteobacteria	k__	g__	 f__	 o__Burkholderiales	 c__Betaproteobacteria	 p__Proteobacteria	k__	0.705798204353	3.16658128184e-46
g__	 f__Clostridiaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Clostridium	 f__Clostridiaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.404413564713	3.74140035704e-13
g__	 f__Clostridiaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Turicibacteraceae	 o__Turicibacterales	 c__Bacilli	 p__Firmicutes	k__	0.30029161558	1.26040234448e-07
g__Anaerotruncus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Peptococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.262326720928	4.43108377256e-06
g__Clostridium	 f__Clostridiaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Lachnobacterium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.264659762244	3.61452382935e-06
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Ruminococcus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.387981592416	3.82982633024e-12
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Peptococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.302776602216	9.7994096028e-08
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.430993939927	6.56114278866e-15
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Prevotella	 f__Prevotellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.25565783606	7.84820289655e-06
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.402714042917	4.78757452986e-13
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Lachnobacterium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.36979844829	4.33861201168e-11
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Dehalobacterium	 f__Dehalobacteriaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.386176324269	4.90661234524e-12
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.364326694804	8.74846339931e-11
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Faecalibacterium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.3157733866	2.52730779286e-08
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.54260901362	3.25422827476e-24
g__	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Rikenellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.314299731298	2.95682638514e-08
g__	 f__	 o__	 c__Mollicutes	 p__Tenericutes	k__	g__Dehalobacterium	 f__Dehalobacteriaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.257776312075	6.55603376836e-06
g__Raoultella	 f__Enterobacteriaceae	 o__Enterobacteriales	 c__Gammaproteobacteria	 p__Proteobacteria	k__	g__Citrobacter	 f__Enterobacteriaceae	 o__Enterobacteriales	 c__Gammaproteobacteria	 p__Proteobacteria	k__	0.407558878953	2.3618111382e-13
g__	 f__	 o__	 c__	 p__Firmicutes	k__	g__	 f__Peptococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.264716350491	3.59662452153e-06
g__	 f__	 o__	 c__	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.275473266848	1.37098407582e-06
g__Ruminococcus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.438098563992	2.09335493426e-15
g__Ruminococcus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.406084796123	2.93183706843e-13
g__Ruminococcus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Lachnobacterium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.331651482953	4.40967248284e-09
g__Ruminococcus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Dehalobacterium	 f__Dehalobacteriaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.321177951887	1.41082522595e-08
g__Ruminococcus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.266521790933	3.06795534751e-06
g__Ruminococcus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.266618875694	3.0417387926e-06
g__Ruminococcus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Faecalibacterium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.384625866872	6.06278601206e-12
g__Ruminococcus	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.61392819059	2.94559495423e-32
g__Slackia	 f__Coriobacteriaceae	 o__Coriobacteriales	 c__Actinobacteria	 p__Actinobacteria	k__	g__Prevotella	 f__Prevotellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.303373754035	9.22103662125e-08
g__Sutterella	 f__Alcaligenaceae	 o__Burkholderiales	 c__Betaproteobacteria	 p__Proteobacteria	k__	g__	 f__	 o__Burkholderiales	 c__Betaproteobacteria	 p__Proteobacteria	k__	-0.344571989958	9.875737027e-10
g__	 f__Peptococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.286955090064	4.67562677292e-07
g__	 f__Peptococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.31057194213	4.38143599947e-08
g__	 f__	 o__YS2	 c__4C0d-2	 p__Cyanobacteria	k__	g__	 f__	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.296868532677	1.77587611912e-07
g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Prevotella	 f__Prevotellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.324508310886	9.79373704391e-09
g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.387183457175	4.27398457091e-12
g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.271309824782	2.0012067505e-06
g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Lachnobacterium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.299411688245	1.37711534127e-07
g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Dehalobacterium	 f__Dehalobacteriaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.359609509816	1.58461394678e-10
g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Faecalibacterium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.404971902652	3.44922872473e-13
g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.649980433089	3.66085393401e-37
g__Oscillospira	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Rikenellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.439593475084	1.64044606521e-15
g__Clostridium	 f__Erysipelotrichaceae	 o__Erysipelotrichales	 c__Erysipelotrichi	 p__Tenericutes	k__	g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.345840678717	8.49448061363e-10
g__Clostridium	 f__Erysipelotrichaceae	 o__Erysipelotrichales	 c__Erysipelotrichi	 p__Tenericutes	k__	g__Lachnospira	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.26193483343	4.58444311992e-06
g__Clostridium	 f__Erysipelotrichaceae	 o__Erysipelotrichales	 c__Erysipelotrichi	 p__Tenericutes	k__	g__Adlercreutzia	 f__Coriobacteriaceae	 o__Coriobacteriales	 c__Actinobacteria	 p__Actinobacteria	k__	0.269027829167	2.45569033114e-06
g__Clostridium	 f__Erysipelotrichaceae	 o__Erysipelotrichales	 c__Erysipelotrichi	 p__Tenericutes	k__	g__Ruminococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.261423963932	4.79197143565e-06
g__Clostridium	 f__Erysipelotrichaceae	 o__Erysipelotrichales	 c__Erysipelotrichi	 p__Tenericutes	k__	g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.345718968834	8.61840208954e-10
g__Clostridium	 f__Erysipelotrichaceae	 o__Erysipelotrichales	 c__Erysipelotrichi	 p__Tenericutes	k__	g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.352957918106	3.60239985588e-10
g__Clostridium	 f__Erysipelotrichaceae	 o__Erysipelotrichales	 c__Erysipelotrichi	 p__Tenericutes	k__	g__Clostridium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.264631264718	3.62356995929e-06
g__Clostridium	 f__Erysipelotrichaceae	 o__Erysipelotrichales	 c__Erysipelotrichi	 p__Tenericutes	k__	g__Clostridium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.259622687427	5.59744896771e-06
g__Prevotella	 f__Prevotellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	g__	 f__Victivallaceae	 o__Victivallales	 c__Lentisphaerae	 p__Lentisphaerae	k__	0.26817406522	2.64983393859e-06
g__Prevotella	 f__Prevotellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.259594428615	5.61105811924e-06
g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Lachnospira	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.306883026358	6.43154914751e-08
g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Lachnobacterium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.427782115675	1.09013953978e-14
g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Dehalobacterium	 f__Dehalobacteriaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.284341676702	5.99828230263e-07
g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.361888482537	1.19071843003e-10
g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.497686229252	4.6908156453e-20
g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Faecalibacterium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.427607002686	1.12056503564e-14
g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.552694154637	3.09301666463e-25
g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Clostridium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.276767606756	1.2173408917e-06
g__Coprococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Rikenellaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	0.26611333087	3.180636133e-06
g__Lachnospira	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.322043884118	1.28362989418e-08
g__Lachnospira	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.454545361496	1.33917389538e-16
g__Lachnospira	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Faecalibacterium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.39386124994	1.6909627425e-12
g__Porphyromonas	 f__Porphyromonadaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	g__Campylobacter	 f__Campylobacteraceae	 o__Campylobacterales	 c__Epsilonproteobacteria	 p__Proteobacteria	k__	0.446454980261	5.27526223333e-16
g__Porphyromonas	 f__Porphyromonadaceae	 o__Bacteroidales	 c__Bacteroidia	 p__Bacteroidetes	k__	g__Anaerovorax	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.406851167399	2.62048685456e-13
g__Lachnobacterium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.397501530122	1.01102025654e-12
g__Lachnobacterium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.356974402398	2.19893583685e-10
g__Ruminococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Clostridium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.312344733079	3.63654463017e-08
g__Ruminococcus	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Clostridium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.340234003856	1.64472357992e-09
g__Dehalobacterium	 f__Dehalobacteriaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.498290041566	4.16230586184e-20
g__Campylobacter	 f__Campylobacteraceae	 o__Campylobacterales	 c__Epsilonproteobacteria	 p__Proteobacteria	k__	g__Anaerovorax	 f__ClostridialesFamilyXIII.IncertaeSedis	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.362033200151	1.16921521629e-10
g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.428898722401	9.14299261823e-15
g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Clostridium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.328529158853	6.26589793799e-09
g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Faecalibacterium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.427580789467	1.12519048293e-14
g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.316775370035	2.27037245039e-08
g__Roseburia	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Clostridium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.255113663722	8.21730226055e-06
g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Clostridium	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.405432769274	3.22496253179e-13
g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__Faecalibacterium	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.467077634368	1.4886248466e-17
g__	 f__Lachnospiraceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	g__	 f__Ruminococcaceae	 o__Clostridiales	 c__Clostridia	 p__Firmicutes	k__	0.367972295481	5.49087899915e-11
